unique_reference,owner_era,availability,family,subfamily,culture_admission,noun,sdesc,material,size,quality,weight_g,cost,tags,components,craft_category,craft_trait,builder_notes
earlymodern_door_ias_courtyard_gate_426,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Inner Asian steppe frontier,gate,a checker teak courtyard gate,teak,VeryLarge,Good,36600,166,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Inner Asian steppe frontier; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_ias_warehouse_gate_427,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Inner Asian steppe frontier,gate,a radiating wrought iron warehouse gate,wrought iron,VeryLarge,Good,38400,177,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares,Holdable; Destroyable_Door; Door_Lockable_Tough_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Inner Asian steppe frontier; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_ias_garden_gate_428,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Inner Asian steppe frontier,gate,a sunburst bronze garden gate,bronze,VeryLarge,Standard,40200,188,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Inner Asian steppe frontier; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_ias_grille_429,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Inner Asian steppe frontier,grille,a knotted brass metal grille,brass,Large,VeryGood,42000,199,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares,Holdable; Destroyable_Door; Door_Secure_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Inner Asian steppe frontier; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_ias_strike_plate_430,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Inner Asian steppe frontier,strike plate,a knotted pewter strike plate,pewter,Small,Good,500,95,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Inner Asian steppe frontier; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_ias_hinge_pair_431,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Inner Asian steppe frontier,hinges,a flower-head wrought iron hinge pair,wrought iron,Small,Standard,585,103,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Inner Asian steppe frontier; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_ias_keyring_432,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Inner Asian steppe frontier,keyring,a star bronze keyring,bronze,Small,Poor,670,111,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Warded_Key,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Inner Asian steppe frontier; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_ias_escutcheon_433,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Inner Asian steppe frontier,escutcheon,a bird brass keyhole escutcheon,brass,Small,Standard,755,119,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Inner Asian steppe frontier; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_ias_warded_lock_434,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Inner Asian steppe frontier,lock,a vine copper warded lock,copper,Small,Good,840,127,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Warded_Lock_Normal,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Inner Asian steppe frontier; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_ias_good_warded_lock_435,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Inner Asian steppe frontier,lock,a geometric pewter fine warded lock,pewter,Small,Good,925,135,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Warded_Lock_Good,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Inner Asian steppe frontier; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_ias_master_warded_lock_436,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Inner Asian steppe frontier,lock,a cloud wrought iron master warded lock,wrought iron,Small,Standard,1010,143,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Warded_Lock_Master,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Inner Asian steppe frontier; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_wa_panel_door_438,Early Modern,Early Modern,"Doors, locks & gates",door or gate,West African court Atlantic trade,door,a reed oak door leaf,oak,Large,Good,24000,45,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission West African court Atlantic trade; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_wa_braced_door_439,Early Modern,Early Modern,"Doors, locks & gates",door or gate,West African court Atlantic trade,door,a checker pine braced door,pine,Large,Standard,25800,56,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Tough_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission West African court Atlantic trade; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_wa_lockable_door_440,Early Modern,Early Modern,"Doors, locks & gates",door or gate,West African court Atlantic trade,door,a radiating cedar lockable door,cedar,Large,Poor,27600,67,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission West African court Atlantic trade; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_wa_secure_door_441,Early Modern,Early Modern,"Doors, locks & gates",door or gate,West African court Atlantic trade,door,a sunburst teak secure door,teak,Large,Standard,29400,78,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Lockable_Secure_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission West African court Atlantic trade; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_wa_shutter_442,Early Modern,Early Modern,"Doors, locks & gates",door or gate,West African court Atlantic trade,shutter,a knotted wood shuttered opening,wood,Large,Good,31200,89,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Bad_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission West African court Atlantic trade; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_wa_screen_443,Early Modern,Early Modern,"Doors, locks & gates",door or gate,West African court Atlantic trade,screen,a star wood screen door,wood,Large,Good,33000,100,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Bad_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission West African court Atlantic trade; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_wa_lattice_gate_444,Early Modern,Early Modern,"Doors, locks & gates",door or gate,West African court Atlantic trade,gate,a vine cedar lattice gate,cedar,VeryLarge,Standard,34800,111,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission West African court Atlantic trade; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_wa_courtyard_gate_445,Early Modern,Early Modern,"Doors, locks & gates",door or gate,West African court Atlantic trade,gate,a cloud teak courtyard gate,teak,VeryLarge,VeryGood,36600,122,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission West African court Atlantic trade; availability Early Modern. Door behaviour is limited to the attached supported component profile."
