stable_reference	source_file	source_line	source_scope	kind	family	disposition	rationale	review_status
preindustrial_food_fruit_and_grain_pudding	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	39	Shared	Prepared	Fruit	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_fruit_bread_pudding	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	40	Shared	Prepared	Fruit	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_baked_berry_pudding	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	41	Shared	Prepared	Fruit	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_baked_plum_pudding	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	42	Shared	Prepared	Fruit	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_fig_grain_pudding	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	43	Shared	Prepared	Fruit	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_date_rice_pudding	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	44	Shared	Prepared	Fruit	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_fruit_filled_bread_roll	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	45	Shared	Prepared	Bread	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_fruit_stuffed_flatbread	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	46	Shared	Prepared	Bread	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_dried_apple_rings	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	47	Shared	Prepared	Preserved	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_dried_pear_slices	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	48	Shared	Prepared	Preserved	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_dried_plums	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	49	Shared	Prepared	Preserved	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_dried_figs	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	50	Shared	Prepared	Preserved	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_dried_dates	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	51	Shared	Prepared	Preserved	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_dried_berries	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	52	Shared	Prepared	Preserved	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_mixed_dried_fruit	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	53	Shared	Prepared	Preserved	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_pressed_fruit_cake	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	54	Shared	Prepared	Preserved	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_dried_fruit_leather	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	55	Shared	Prepared	Preserved	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_honey_preserved_fruit	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	56	Shared	Prepared	Preserved	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_syrup_preserved_fruit	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	57	Shared	Prepared	Preserved	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_plain_roasted_nuts	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	58	Shared	Prepared	Nut	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_salted_roasted_nuts	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	59	Shared	Prepared	Nut	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_honey_roasted_nuts	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	60	Shared	Prepared	Nut	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_spiced_roasted_nuts	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	61	Shared	Prepared	Nut	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_smoked_roasted_nuts	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	62	Shared	Prepared	Nut	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_plain_ground_nut_paste	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	63	Shared	Prepared	Nut	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_honey_nut_paste	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	64	Shared	Prepared	Nut	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_spiced_nut_paste	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	65	Shared	Prepared	Nut	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_salted_nut_paste	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	66	Shared	Prepared	Nut	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_nut_and_cheese_paste	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	67	Shared	Prepared	Nut	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_nut_stuffed_dates	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	68	Shared	Prepared	Nut	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_nut_stuffed_figs	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	69	Shared	Prepared	Nut	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_nut_stuffed_apricots	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	70	Shared	Prepared	Nut	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_nut_and_fruit_roll	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	71	Shared	Prepared	Nut	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_plain_nut_cake	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	72	Shared	Prepared	Nut	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_honey_nut_cake	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	73	Shared	Prepared	Nut	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_fruit_nut_cake	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	74	Shared	Prepared	Nut	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_spiced_nut_cake	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	75	Shared	Prepared	Nut	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_nut_grain_pudding	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	76	Shared	Prepared	Nut	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_nut_rice_pudding	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	77	Shared	Prepared	Nut	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_nut_bread_pudding	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	78	Shared	Prepared	Nut	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_nut_filled_pastry	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	79	Shared	Prepared	Nut	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_honey_nut_pastry	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	80	Shared	Prepared	Nut	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_fruit_nut_pastry	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	81	Shared	Prepared	Nut	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_nut_crumb_fritters	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	82	Shared	Prepared	Nut	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_nut_feast_platter	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	83	Shared	Prepared	Nut	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_plain_honeycomb	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	84	Shared	Prepared	Sweet	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_honeyed_bread	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	85	Shared	Prepared	Sweet	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_honey_fried_bread	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	86	Shared	Prepared	Sweet	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_honey_grain_cake	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	87	Shared	Prepared	Sweet	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_honey_sesame_cake	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	88	Shared	Prepared	Sweet	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
