unique_reference,owner_era,availability,family,subfamily,culture_admission,noun,sdesc,material,size,quality,weight_g,cost,tags,components,craft_category,craft_trait,builder_notes
renaissance_jewellery_mea_armlet_337,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Maritime East Asian,armlet,a cloud faience armlet,faience,Tiny,Standard,62,125,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Armlets; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Maritime East Asian,Holdable; Wear_Armlet; Destroyable_Glassware,Jewellery and devotional work,Glassworking,Renaissance personal adornment catalogue; culture admission Maritime East Asian; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_mea_anklet_338,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Maritime East Asian,anklet,a shell pewter anklet,pewter,Tiny,Good,69,134,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Anklets; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Maritime East Asian,Holdable; Wear_Anklet; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance personal adornment catalogue; culture admission Maritime East Asian; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_mea_earrings_339,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Maritime East Asian,earrings,a reed copper earrings,copper,Tiny,Good,76,143,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Earrings; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Maritime East Asian,Holdable; Wear_Earrings; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance personal adornment catalogue; culture admission Maritime East Asian; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_mea_brooch_340,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Maritime East Asian,brooch,a rosette bronze brooch,bronze,Tiny,Standard,83,152,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Brooches; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Maritime East Asian,Holdable; Wear_Brooch; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance personal adornment catalogue; culture admission Maritime East Asian; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_mea_pin_341,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Maritime East Asian,pin,a checker silver pin,silver,Tiny,VeryGood,90,8,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Pins; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Maritime East Asian,Holdable; Wear_Pin; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance personal adornment catalogue; culture admission Maritime East Asian; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_mea_hairpin_342,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Maritime East Asian,hairpin,a braided gold hairpin,gold,Tiny,Good,20,17,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Hair Ornaments; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Maritime East Asian,Holdable; Wear_Hairpin; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance personal adornment catalogue; culture admission Maritime East Asian; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_mea_circlet_343,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Maritime East Asian,circlet,a radiating brass circlet,brass,Tiny,Standard,27,26,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Circlets; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Maritime East Asian,Holdable; Wear_Circlet; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance personal adornment catalogue; culture admission Maritime East Asian; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_mea_diadem_344,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Maritime East Asian,diadem,a leaf-scroll glass diadem,glass,Tiny,Poor,34,35,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Diadems; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Maritime East Asian,Holdable; Wear_Diadem; Destroyable_Glassware,Jewellery and devotional work,Glassworking,Renaissance personal adornment catalogue; culture admission Maritime East Asian; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_mea_waist_chain_345,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Maritime East Asian,waist chain,a sunburst bone waist chain,bone,Tiny,Standard,41,44,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Waist Chains; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Maritime East Asian,Holdable; Wear_Waist_Chain; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Renaissance personal adornment catalogue; culture admission Maritime East Asian; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_mea_belt_ornament_346,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Maritime East Asian,belt ornament,a water-wave shell belt ornament,shell,Tiny,Good,48,53,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Belt Ornaments; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Maritime East Asian,Holdable; Wear_Belt_Ornament; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Renaissance personal adornment catalogue; culture admission Maritime East Asian; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_mea_badge_347,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Maritime East Asian,badge,a knotted ivory badge,ivory,Tiny,Good,55,62,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Badges; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Maritime East Asian,Holdable; Wear_Badge; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Renaissance personal adornment catalogue; culture admission Maritime East Asian; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_mea_temple_ring_348,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Maritime East Asian,temple ring,a flower-head pearl temple ring,pearl,Tiny,Standard,62,71,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Temple Rings; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Maritime East Asian,Holdable; Wear_Temple_Rings; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Maritime East Asian; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_mea_torc_349,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Maritime East Asian,torc,a star amber torc,amber,Tiny,VeryGood,69,80,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Torcs; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Maritime East Asian,Holdable; Wear_Torc; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Maritime East Asian; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_mea_wreath_350,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Maritime East Asian,wreath,a bird coral wreath,coral,Tiny,Good,76,89,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Wreaths; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Maritime East Asian,Holdable; Wear_Wreath; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Renaissance personal adornment catalogue; culture admission Maritime East Asian; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_mea_prayer_beads_351,Renaissance,Renaissance,Jewellery & devotional,personal devotional,Maritime East Asian,prayer bead strand,a vine garnet prayer bead strand,garnet,Tiny,Standard,83,98,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Bead Strings; Market / Jewellery / Standard Jewellery; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / Maritime East Asian,Holdable; Wear_Necklace; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal devotional catalogue; culture admission Maritime East Asian; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_mea_devotional_medal_352,Renaissance,Renaissance,Jewellery & devotional,personal devotional,Maritime East Asian,devotional medal,a geometric agate devotional medal,agate,Tiny,Poor,90,107,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Pendants; Market / Jewellery / Standard Jewellery; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / Maritime East Asian,Holdable; Wear_Necklace; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal devotional catalogue; culture admission Maritime East Asian; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_mea_devotional_badge_353,Renaissance,Renaissance,Jewellery & devotional,personal devotional,Maritime East Asian,devotional badge,a cloud carnelian devotional badge,carnelian,Tiny,Standard,20,116,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Badges; Market / Jewellery / Standard Jewellery; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / Maritime East Asian,Holdable; Wear_Badge; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal devotional catalogue; culture admission Maritime East Asian; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_mea_prayer_cord_354,Renaissance,Renaissance,Jewellery & devotional,personal devotional,Maritime East Asian,prayer cord,a shell linen prayer cord,linen,Tiny,Good,27,125,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Neck Garlands; Market / Jewellery / Standard Jewellery; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / Maritime East Asian,Holdable; Wear_Neck_Garland; Destroyable_Clothing,Jewellery and devotional work,Weaving,Renaissance personal devotional catalogue; culture admission Maritime East Asian; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
