unique_reference,owner_era,availability,family,subfamily,culture_admission,noun,sdesc,material,size,quality,weight_g,cost,tags,components,craft_category,craft_trait,builder_notes
earlymodern_jewellery_and_brooch_670,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Andean colonial Indigenous,brooch,a reed silver brooch,silver,Tiny,Good,83,62,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Brooches; Market / Jewellery / Standard Jewellery,Holdable; Wear_Brooch; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Early Modern personal adornment catalogue; culture admission Andean colonial Indigenous; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_and_pin_671,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Andean colonial Indigenous,pin,a rosette gold pin,gold,Tiny,Standard,90,71,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Pins; Market / Jewellery / Standard Jewellery,Holdable; Wear_Pin; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Early Modern personal adornment catalogue; culture admission Andean colonial Indigenous; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_and_hairpin_672,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Andean colonial Indigenous,hairpin,a checker brass hairpin,brass,Tiny,Poor,20,80,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Hair Ornaments; Market / Jewellery / Standard Jewellery,Holdable; Wear_Hairpin; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Early Modern personal adornment catalogue; culture admission Andean colonial Indigenous; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_and_circlet_673,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Andean colonial Indigenous,circlet,a braided glass circlet,glass,Tiny,Standard,27,89,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Circlets; Market / Jewellery / Standard Jewellery,Holdable; Wear_Circlet; Destroyable_Glassware,Jewellery and devotional work,Glassworking,Early Modern personal adornment catalogue; culture admission Andean colonial Indigenous; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_and_diadem_674,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Andean colonial Indigenous,diadem,a radiating bone diadem,bone,Tiny,Good,34,98,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Diadems; Market / Jewellery / Standard Jewellery,Holdable; Wear_Diadem; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Early Modern personal adornment catalogue; culture admission Andean colonial Indigenous; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_and_waist_chain_675,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Andean colonial Indigenous,waist chain,a leaf-scroll shell waist chain,shell,Tiny,Good,41,107,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Waist Chains; Market / Jewellery / Standard Jewellery,Holdable; Wear_Waist_Chain; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Early Modern personal adornment catalogue; culture admission Andean colonial Indigenous; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_and_belt_ornament_676,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Andean colonial Indigenous,belt ornament,a sunburst ivory belt ornament,ivory,Tiny,Standard,48,116,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Belt Ornaments; Market / Jewellery / Standard Jewellery,Holdable; Wear_Belt_Ornament; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Early Modern personal adornment catalogue; culture admission Andean colonial Indigenous; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_and_badge_677,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Andean colonial Indigenous,badge,a water-wave pearl badge,pearl,Tiny,VeryGood,55,125,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Badges; Market / Jewellery / Standard Jewellery,Holdable; Wear_Badge; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Andean colonial Indigenous; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_and_temple_ring_678,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Andean colonial Indigenous,temple ring,a knotted amber temple ring,amber,Tiny,Good,62,134,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Temple Rings; Market / Jewellery / Standard Jewellery,Holdable; Wear_Temple_Rings; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Andean colonial Indigenous; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_and_torc_679,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Andean colonial Indigenous,torc,a flower-head coral torc,coral,Tiny,Standard,69,143,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Torcs; Market / Jewellery / Standard Jewellery,Holdable; Wear_Torc; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Early Modern personal adornment catalogue; culture admission Andean colonial Indigenous; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_and_wreath_680,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Andean colonial Indigenous,wreath,a star garnet wreath,garnet,Tiny,Poor,76,152,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Wreaths; Market / Jewellery / Standard Jewellery,Holdable; Wear_Wreath; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Andean colonial Indigenous; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_car_ring_681,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Caribbean Atlantic plantation,ring,a radiating turquoise ring,turquoise,Tiny,Standard,83,8,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Rings; Market / Jewellery / Standard Jewellery,Holdable; Wear_Ring; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Caribbean Atlantic plantation; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_car_signet_ring_682,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Caribbean Atlantic plantation,ring,a leaf-scroll jade ring,jade,Tiny,Good,90,17,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Rings; Market / Jewellery / Standard Jewellery,Holdable; Wear_Ring; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Caribbean Atlantic plantation; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_car_pendant_683,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Caribbean Atlantic plantation,pendant,a sunburst quartz pendant,quartz,Tiny,Good,20,26,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Pendants; Market / Jewellery / Standard Jewellery,Holdable; Wear_Necklace; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Caribbean Atlantic plantation; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_car_bead_necklace_684,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Caribbean Atlantic plantation,necklace,a water-wave faience necklace,faience,Tiny,Standard,27,35,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Bead Strings; Market / Jewellery / Standard Jewellery,Holdable; Wear_Necklace; Destroyable_Glassware,Jewellery and devotional work,Glassworking,Early Modern personal adornment catalogue; culture admission Caribbean Atlantic plantation; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_car_chain_necklace_685,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Caribbean Atlantic plantation,necklace,a knotted pewter necklace,pewter,Tiny,VeryGood,34,44,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Necklaces; Market / Jewellery / Standard Jewellery,Holdable; Wear_Necklace; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Early Modern personal adornment catalogue; culture admission Caribbean Atlantic plantation; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_car_bracelet_686,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Caribbean Atlantic plantation,bracelet,a flower-head copper bracelet,copper,Tiny,Good,41,53,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Bracelets; Market / Jewellery / Standard Jewellery,Holdable; Wear_Bracelet; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Early Modern personal adornment catalogue; culture admission Caribbean Atlantic plantation; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_car_armlet_687,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Caribbean Atlantic plantation,armlet,a star bronze armlet,bronze,Tiny,Standard,48,62,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Armlets; Market / Jewellery / Standard Jewellery,Holdable; Wear_Armlet; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Early Modern personal adornment catalogue; culture admission Caribbean Atlantic plantation; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_car_anklet_688,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Caribbean Atlantic plantation,anklet,a bird silver anklet,silver,Tiny,Poor,55,71,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Anklets; Market / Jewellery / Standard Jewellery,Holdable; Wear_Anklet; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Early Modern personal adornment catalogue; culture admission Caribbean Atlantic plantation; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_car_earrings_689,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Caribbean Atlantic plantation,earrings,a vine gold earrings,gold,Tiny,Standard,62,80,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Earrings; Market / Jewellery / Standard Jewellery,Holdable; Wear_Earrings; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Early Modern personal adornment catalogue; culture admission Caribbean Atlantic plantation; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
