unique_reference,owner_era,availability,family,subfamily,culture_admission,noun,sdesc,material,size,quality,weight_g,cost,tags,components,craft_category,craft_trait,builder_notes
renaissance_door_eal_warehouse_gate_261,Renaissance,Renaissance,"Doors, locks & gates",door or gate,East Asian Literati,gate,a reed bronze warehouse gate,bronze,VeryLarge,VeryGood,47400,122,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / East Asian Literati,Holdable; Destroyable_Door; Door_Lockable_Tough_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission East Asian Literati; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_eal_garden_gate_262,Renaissance,Renaissance,"Doors, locks & gates",door or gate,East Asian Literati,gate,a checker oak garden gate,oak,VeryLarge,Good,49200,133,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / East Asian Literati,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission East Asian Literati; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_eal_grille_263,Renaissance,Renaissance,"Doors, locks & gates",door or gate,East Asian Literati,grille,a radiating brass metal grille,brass,Large,Standard,51000,144,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / East Asian Literati,Holdable; Destroyable_Door; Door_Secure_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission East Asian Literati; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_eal_barrier_264,Renaissance,Renaissance,"Doors, locks & gates",door or gate,East Asian Literati,barrier,a sunburst wrought iron barred barrier,wrought iron,Large,Poor,52800,155,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / East Asian Literati,Holdable; Destroyable_Door; Door_Tough_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission East Asian Literati; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_eal_hatch_265,Renaissance,Renaissance,"Doors, locks & gates",door or gate,East Asian Literati,hatch,a knotted teak service hatch,teak,Large,Standard,54600,166,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / East Asian Literati,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission East Asian Literati; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_eal_wicket_266,Renaissance,Renaissance,"Doors, locks & gates",door or gate,East Asian Literati,wicket,a star bronze wicket gate,bronze,Large,Good,56400,177,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / East Asian Literati,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission East Asian Literati; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_eal_panel_door_267,Renaissance,Renaissance,"Doors, locks & gates",door or gate,East Asian Literati,door,a vine oak door leaf,oak,Large,Good,24000,188,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / East Asian Literati,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission East Asian Literati; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_eal_braced_door_268,Renaissance,Renaissance,"Doors, locks & gates",door or gate,East Asian Literati,door,a cloud pine braced door,pine,Large,Standard,25800,199,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / East Asian Literati,Holdable; Destroyable_Door; Door_Tough_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission East Asian Literati; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_eal_lockable_door_269,Renaissance,Renaissance,"Doors, locks & gates",door or gate,East Asian Literati,door,a reed cedar lockable door,cedar,Large,VeryGood,27600,210,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / East Asian Literati,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission East Asian Literati; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_eal_master_warded_lock_270,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,East Asian Literati,lock,a knotted pewter master warded lock,pewter,Small,Good,1350,31,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / East Asian Literati,Holdable; Destroyable_HeavyMetal; Warded_Lock_Master,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission East Asian Literati; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_eal_warded_key_271,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,East Asian Literati,key,a flower-head wrought iron warded key,wrought iron,Small,Standard,1435,39,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / East Asian Literati,Holdable; Destroyable_HeavyMetal; Warded_Key,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission East Asian Literati; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_eal_ring_key_272,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,East Asian Literati,key,a star bronze ring bow key,bronze,Small,Poor,1520,47,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / East Asian Literati,Holdable; Destroyable_HeavyMetal; Warded_Key,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission East Asian Literati; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_eal_door_latch_273,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,East Asian Literati,latch,a bird brass door latch,brass,Small,Standard,160,55,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / East Asian Literati,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission East Asian Literati; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_eal_gate_dropbar_274,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,East Asian Literati,drop bar,a vine copper gate drop bar,copper,Small,Good,245,63,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / East Asian Literati,Holdable; Destroyable_HeavyMetal; Latch_Gate_DropBar,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission East Asian Literati; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_eal_door_bar_275,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,East Asian Literati,bar,a geometric pewter door bar,pewter,Small,Good,330,71,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / East Asian Literati,Holdable; Destroyable_HeavyMetal; Latch_Door_Bar,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission East Asian Literati; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_eal_portcullis_pawl_276,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,East Asian Literati,pawl,a cloud wrought iron winch pawl,wrought iron,Small,Standard,415,79,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / East Asian Literati,Holdable; Destroyable_HeavyMetal; Latch_Portcullis_Pawl,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission East Asian Literati; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_eal_hasp_277,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,East Asian Literati,hasp,a shell bronze iron hasp,bronze,Small,VeryGood,500,87,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / East Asian Literati,Holdable; Destroyable_HeavyMetal; Latch_Container_Hasp,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission East Asian Literati; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_eal_hook_latch_278,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,East Asian Literati,hook latch,a reed brass hook latch,brass,Small,Good,585,95,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / East Asian Literati,Holdable; Destroyable_HeavyMetal; Latch_Container_Hook,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission East Asian Literati; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_eal_strike_plate_279,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,East Asian Literati,strike plate,a rosette copper strike plate,copper,Small,Standard,670,103,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / East Asian Literati,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission East Asian Literati; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
