category,unique_reference,sdesc,noun,material,size,quality,weight_g,cost,components,tags,morph,notes,fdesc
Earrings and culturally justified piercings,medieval_jewellery_ear_pair_of_amber_bead_earrings,a pair of amber bead earrings,earring,amber,Tiny,Good,10.0,48.0m,Holdable; Wear_Earrings; Destroyable_Misc,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Earrings; Market / Jewellery / Merchant Jewellery,,,"There is a deliberate economy to the piece: little material, but careful placement. Honey-coloured amber with cloudy threads caught inside stands out in the face of the ornament, with simpler work hidden behind it. Close inspection of the pair of amber bead earrings shows small tool marks rather than cast-perfect smoothness. The pair of amber bead earrings feels selected for appearance first, with practical wearing kept secondary."
Earrings and culturally justified piercings,medieval_jewellery_ear_pair_of_turquoise_earrings,a pair of turquoise earrings,earring,turquoise,Tiny,Good,10.0,120.0m,Holdable; Wear_Earrings; Destroyable_Misc,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Earrings; Market / Jewellery / Luxury Jewellery,,,"The ornament is light in the hand, with a small hanging point polished more brightly than the rest worked into the part most likely to catch the eye. Blue-green turquoise with fine darker lines gives it colour and finish without making it look bulky. Rubbing has brightened the exposed parts of the pair of turquoise earrings without making it look neglected. The pair of turquoise earrings feels selected for appearance first, with practical wearing kept secondary."
Earrings and culturally justified piercings,medieval_jewellery_ear_pair_of_garnet_earrings,a pair of garnet earrings,earring,garnet,Tiny,Good,8.0,260.0m,Holdable; Wear_Earrings; Destroyable_Misc,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Earrings; Market / Jewellery / Noble Jewellery,,,"The ornament is light in the hand, with a small hanging point polished more brightly than the rest worked into the part most likely to catch the eye. Dark red stones that brighten at their cut edges gives it colour and finish without making it look bulky. Fine wear gathers around the earring's highest places, leaving a small hanging point polished more brightly than the rest easier to pick out. The pair of garnet earrings leaves room for local marks or motifs without needing a different base object."
Earrings and culturally justified piercings,medieval_jewellery_ear_pair_of_silver_wire_earrings,a pair of silver wire earrings,earring,silver,Tiny,Good,7.0,50.0m,Holdable; Wear_Earrings; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Earrings; Market / Jewellery / Merchant Jewellery,,,"A pair of silver wire earrings has a front meant for display and a reverse meant simply to sit against the wearer. The edges are softened so the small form reads as jewellery rather than loose hardware. Fine wear gathers around the earring's highest places, leaving a small hanging point polished more brightly than the rest easier to pick out. The pair of silver wire earrings feels selected for appearance first, with practical wearing kept secondary."
Earrings and culturally justified piercings,medieval_jewellery_ear_pair_of_gilded_bronze_earrings,a pair of gilded bronze earrings,earring,gilded bronze,Tiny,Standard,12.0,44.0m,Holdable; Wear_Earrings; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Earrings; Market / Jewellery / Standard Jewellery,,,"A pair of gilded bronze earrings is small enough to depend on close detail, not weight. The visible face uses bronze showing through a thin golden surface at nicks and bends, while the back and fastening are plainer. The worked parts of the pair of gilded bronze earrings are decorative, but none suggest a moving catch or concealed compartment. The pair of gilded bronze earrings leaves room for local marks or motifs without needing a different base object."
Earrings and culturally justified piercings,medieval_jewellery_ear_single_bronze_earring,a single bronze earring,earring,bronze,Tiny,Standard,5.0,7.0m,Holdable; Wear_Earring; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Earrings; Market / Jewellery / Commoner Jewellery,,,"A single bronze earring has a front meant for display and a reverse meant simply to sit against the wearer. The edges are softened so the small form reads as jewellery rather than loose hardware. Close inspection of the single bronze earring shows small tool marks rather than cast-perfect smoothness. The single bronze earring reads as commoner adornment rather than a tool, charm, or container."
Earrings and culturally justified piercings,medieval_jewellery_ear_single_silver_earring,a single silver earring,earring,silver,Tiny,Standard,5.0,24.0m,Holdable; Wear_Earring; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Earrings; Market / Jewellery / Standard Jewellery,,,"A single silver earring has a front meant for display and a reverse meant simply to sit against the wearer. The edges are softened so the small form reads as jewellery rather than loose hardware. Close inspection of the single silver earring shows small tool marks rather than cast-perfect smoothness. The single silver earring is meant to be noticed in wear, but nothing about it implies armour or magic."
Earrings and culturally justified piercings,medieval_jewellery_ear_single_gold_earring,a single gold earring,earring,gold,Tiny,Good,5.0,95.0m,Holdable; Wear_Earring; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Earrings; Market / Jewellery / Luxury Jewellery,,,"A single gold earring has a front meant for display and a reverse meant simply to sit against the wearer. The edges are softened so the small form reads as jewellery rather than loose hardware. Fine wear gathers around the earring's highest places, leaving a small hanging point polished more brightly than the rest easier to pick out. The single gold earring leaves room for local marks or motifs without needing a different base object."
Earrings and culturally justified piercings,medieval_jewellery_ear_pair_of_conch_shell_earrings,a pair of conch shell earrings,earring,conch shell,Tiny,Standard,9.0,18.0m,Holdable; Wear_Earrings; Destroyable_Misc,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Earrings; Market / Jewellery / Standard Jewellery,,,"There is a deliberate economy to the piece: little material, but careful placement. Cut conch shell with creamy curves and warmer pinkish edges stands out in the face of the ornament, with simpler work hidden behind it. Fine wear gathers around the earring's highest places, leaving a small hanging point polished more brightly than the rest easier to pick out. The pair of conch shell earrings is meant to be noticed in wear, but nothing about it implies armour or magic."
Earrings and culturally justified piercings,medieval_jewellery_ear_pair_of_cowrie_earrings,a pair of cowrie earrings,earring,cowrie shell,Tiny,Standard,8.0,10.0m,Holdable; Wear_Earrings; Destroyable_Misc,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Earrings; Market / Jewellery / Commoner Jewellery,,,"A pair of cowrie earrings has a front meant for display and a reverse meant simply to sit against the wearer. The edges are softened so the small form reads as jewellery rather than loose hardware. Fine wear gathers around the earring's highest places, leaving a small hanging point polished more brightly than the rest easier to pick out. The pair of cowrie earrings is meant to be noticed in wear, but nothing about it implies armour or magic."
Earrings and culturally justified piercings,medieval_jewellery_ear_pair_of_mother_of_pearl_earrings,a pair of mother-of-pearl earrings,earring,mother-of-pearl,Tiny,Good,8.0,90.0m,Holdable; Wear_Earrings; Destroyable_Misc,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Earrings; Market / Jewellery / Luxury Jewellery,,,"The ornament is light in the hand, with a small hanging point polished more brightly than the rest worked into the part most likely to catch the eye. Mother-of-pearl flashing softly under the surface gives it colour and finish without making it look bulky. The worked parts of the pair of mother-of-pearl earrings are decorative, but none suggest a moving catch or concealed compartment. The pair of mother-of-pearl earrings is meant to be noticed in wear, but nothing about it implies armour or magic."
Earrings and culturally justified piercings,medieval_jewellery_ear_pair_of_jade_earrings,a pair of jade earrings,earring,jade,Tiny,Good,10.0,120.0m,Holdable; Wear_Earrings; Destroyable_Misc,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Earrings; Market / Jewellery / Luxury Jewellery,,,"A pair of jade earrings has a front meant for display and a reverse meant simply to sit against the wearer. The edges are softened so the small form reads as jewellery rather than loose hardware. Rubbing has brightened the exposed parts of the pair of jade earrings without making it look neglected. The pair of jade earrings carries value through visible material and workmanship, not through hidden mechanism."
Earrings and culturally justified piercings,medieval_jewellery_ear_pair_of_lapis_bead_earrings,a pair of lapis bead earrings,earring,lapis lazuli,Tiny,Good,9.0,110.0m,Holdable; Wear_Earrings; Destroyable_Misc,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Earrings; Market / Jewellery / Luxury Jewellery,,,"There is a deliberate economy to the piece: little material, but careful placement. Deep blue stone flecked with paler specks stands out in the face of the ornament, with simpler work hidden behind it. Close inspection of the pair of lapis bead earrings shows small tool marks rather than cast-perfect smoothness. The pair of lapis bead earrings leaves room for local marks or motifs without needing a different base object."
Earrings and culturally justified piercings,medieval_jewellery_ear_pair_of_carneliearrings,a pair of carnelian earrings,earring,carnelian,Tiny,Good,9.0,65.0m,Holdable; Wear_Earrings; Destroyable_Misc,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Earrings; Market / Jewellery / Merchant Jewellery,,,"A pair of carnelian earrings has a front meant for display and a reverse meant simply to sit against the wearer. The edges are softened so the small form reads as jewellery rather than loose hardware. Rubbing has brightened the exposed parts of the pair of carnelian earrings without making it look neglected. The pair of carnelian earrings is meant to be noticed in wear, but nothing about it implies armour or magic."
