StableReference	PhysicalKind	Family	Admissions	Concept	Ownership	Material	LiquidDependency	Components	Tags	IngredientProfile	NutritionProfile	DietaryProfile	FreshnessProfile	HealthBindings	ProductionRoute	FailureFamily	EvidenceRoute	Rationale	ReviewState
modern_food_dessert_005	Item	desserts	modern	standardised sponge pudding (modern form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Modern Era	ingredient_modern_food_dessert_005	nutrition_desserts	dietary_desserts	freshness_shelf		route_modern_food_dessert_005	failure_food_unusable	evidence_desserts	Distinct later desserts; flavour alone does not justify another base unless it changes ingredients, taste and economics materially. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
modern_food_dessert_006	Item	desserts	modern	standardised chocolate confection (modern form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Modern Era	ingredient_modern_food_dessert_006	nutrition_desserts	dietary_desserts	freshness_shelf		route_modern_food_dessert_006	failure_food_unusable	evidence_desserts	Distinct later desserts; flavour alone does not justify another base unless it changes ingredients, taste and economics materially. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
nuclear_food_dessert_001	Item	desserts	nuclear	standardised set jelly (nuclear form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Nuclear Era	ingredient_nuclear_food_dessert_001	nutrition_desserts	dietary_desserts	freshness_shelf		route_nuclear_food_dessert_001	failure_food_unusable	evidence_desserts	Distinct later desserts; flavour alone does not justify another base unless it changes ingredients, taste and economics materially. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
nuclear_food_dessert_002	Item	desserts	nuclear	standardised milk ice (nuclear form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Nuclear Era	ingredient_nuclear_food_dessert_002	nutrition_desserts	dietary_desserts	freshness_shelf		route_nuclear_food_dessert_002	failure_food_unusable	evidence_desserts	Distinct later desserts; flavour alone does not justify another base unless it changes ingredients, taste and economics materially. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
information_food_dessert_001	Item	desserts	information	standardised set jelly (information form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Information Age Era	ingredient_information_food_dessert_001	nutrition_desserts	dietary_desserts	freshness_shelf		route_information_food_dessert_001	failure_food_unusable	evidence_desserts	Distinct later desserts; flavour alone does not justify another base unless it changes ingredients, taste and economics materially. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
information_food_dessert_002	Item	desserts	information	standardised milk ice (information form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Information Age Era	ingredient_information_food_dessert_002	nutrition_desserts	dietary_desserts	freshness_shelf		route_information_food_dessert_002	failure_food_unusable	evidence_desserts	Distinct later desserts; flavour alone does not justify another base unless it changes ingredients, taste and economics materially. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
information_food_dessert_003	Item	desserts	information	standardised custard pudding (information form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Information Age Era	ingredient_information_food_dessert_003	nutrition_desserts	dietary_desserts	freshness_shelf		route_information_food_dessert_003	failure_food_unusable	evidence_desserts	Distinct later desserts; flavour alone does not justify another base unless it changes ingredients, taste and economics materially. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
information_food_dessert_004	Item	desserts	information	standardised fruit pudding (information form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Information Age Era	ingredient_information_food_dessert_004	nutrition_desserts	dietary_desserts	freshness_shelf		route_information_food_dessert_004	failure_food_unusable	evidence_desserts	Distinct later desserts; flavour alone does not justify another base unless it changes ingredients, taste and economics materially. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_snack_001	Item	snacks	industrial;modern;nuclear;information	standardised potato crisp (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_snack_001	nutrition_snacks	dietary_snacks	freshness_shelf		route_industrialised_food_snack_001	failure_food_unusable	evidence_snacks	Portable edible units and shared servings, always viable without retail packaging. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_snack_002	Item	snacks	industrial;modern;nuclear;information	standardised puffed grain (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_snack_002	nutrition_snacks	dietary_snacks	freshness_shelf		route_industrialised_food_snack_002	failure_food_unusable	evidence_snacks	Portable edible units and shared servings, always viable without retail packaging. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_snack_003	Item	snacks	industrial;modern;nuclear;information	standardised roasted seed snack (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_snack_003	nutrition_snacks	dietary_snacks	freshness_shelf		route_industrialised_food_snack_003	failure_food_unusable	evidence_snacks	Portable edible units and shared servings, always viable without retail packaging. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_snack_004	Item	snacks	industrial;modern;nuclear;information	standardised cracker biscuit (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_snack_004	nutrition_snacks	dietary_snacks	freshness_shelf		route_industrialised_food_snack_004	failure_food_unusable	evidence_snacks	Portable edible units and shared servings, always viable without retail packaging. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_snack_005	Item	snacks	industrial;modern;nuclear;information	standardised salted nut snack (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_snack_005	nutrition_snacks	dietary_snacks	freshness_shelf		route_industrialised_food_snack_005	failure_food_unusable	evidence_snacks	Portable edible units and shared servings, always viable without retail packaging. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_snack_006	Item	snacks	industrial;modern;nuclear;information	standardised fruit bar (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_snack_006	nutrition_snacks	dietary_snacks	freshness_shelf		route_industrialised_food_snack_006	failure_food_unusable	evidence_snacks	Portable edible units and shared servings, always viable without retail packaging. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_snack_007	Item	snacks	industrial;modern;nuclear;information	standardised wafer snack (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_snack_007	nutrition_snacks	dietary_snacks	freshness_shelf		route_industrialised_food_snack_007	failure_food_unusable	evidence_snacks	Portable edible units and shared servings, always viable without retail packaging. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
